country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/5/2022,9,33,14,9,-9,5
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/6/2022,12,32,10,13,-7,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/7/2022,10,35,7,8,-3,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/8/2022,12,34,14,16,5,4
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/9/2022,14,37,24,16,4,4
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/10/2022,8,33,9,12,2,3
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/11/2022,4,28,3,8,-2,4
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/12/2022,4,28,7,4,0,5
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/13/2022,8,29,4,6,2,5
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/14/2022,6,31,0,1,5,4
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/15/2022,1,22,-4,7,6,8
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/16/2022,10,29,9,14,7,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/17/2022,1,23,1,4,1,8
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/18/2022,2,24,5,8,2,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/19/2022,8,30,6,-1,4,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/20/2022,10,29,3,1,5,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/21/2022,-3,16,-14,-6,5,9
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/22/2022,5,26,0,1,11,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/23/2022,12,32,13,4,13,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/24/2022,4,25,1,-6,10,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/25/2022,8,30,7,-2,4,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/26/2022,7,28,6,-5,5,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/27/2022,8,28,2,0,7,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/28/2022,11,34,0,-3,10,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/29/2022,10,31,10,4,13,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/30/2022,11,33,13,-5,12,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,1/31/2022,11,35,10,-12,9,4
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/1/2022,7,22,47,-7,-52,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/2/2022,9,32,5,-7,8,5
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/3/2022,-1,19,-11,-12,7,8
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/4/2022,9,36,-6,-13,12,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/5/2022,11,33,4,3,13,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/6/2022,11,32,5,-6,12,8
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/7/2022,8,30,-3,-5,10,6
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/8/2022,7,30,1,-10,4,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/9/2022,5,26,-2,-9,3,8
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/10/2022,9,31,-1,-5,4,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/11/2022,8,33,-3,-12,6,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/12/2022,3,28,-3,-10,9,9
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/13/2022,4,31,-4,-12,8,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/14/2022,11,36,11,-12,4,7
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/15/2022,-1,24,-1,-11,-4,10
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/16/2022,-4,20,-9,-18,-5,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/17/2022,-16,4,-25,-24,-8,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/18/2022,-6,22,-15,-21,-5,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/19/2022,-6,22,-8,-18,6,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/20/2022,-14,7,-25,-30,0,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/21/2022,-5,22,-8,-20,-8,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/22/2022,-9,15,-10,-22,-16,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/23/2022,-3,22,-2,-19,-10,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/24/2022,-2,21,0,-11,-8,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/25/2022,0,28,-5,-7,-4,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/26/2022,1,27,-1,-11,12,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/27/2022,7,31,5,-21,11,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,2/28/2022,-10,8,7,-23,-48,21
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/1/2022,2,31,5,-14,-4,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/2/2022,1,28,7,-23,-6,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/3/2022,-5,11,22,-17,-49,19
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/4/2022,3,30,9,-20,3,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/5/2022,5,29,11,-13,15,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/6/2022,4,25,7,-11,16,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/7/2022,1,24,13,-9,8,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/8/2022,3,27,25,-5,4,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/9/2022,8,30,33,-3,8,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/10/2022,8,28,31,-5,11,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/11/2022,9,32,29,-8,16,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/12/2022,6,28,28,-1,22,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/13/2022,7,30,26,-4,23,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/14/2022,6,28,35,-2,17,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/15/2022,6,29,39,1,13,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/16/2022,3,25,33,-7,14,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/17/2022,3,24,25,-6,14,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/18/2022,11,34,30,-8,19,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/19/2022,7,30,29,-1,24,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/20/2022,1,21,11,-7,18,18
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/21/2022,6,31,35,-1,21,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/22/2022,4,28,30,3,15,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/23/2022,2,24,32,-9,13,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/24/2022,8,29,31,0,17,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/25/2022,12,37,28,-6,19,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/26/2022,11,32,34,-2,25,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/27/2022,15,36,35,-3,26,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/28/2022,6,29,33,-4,22,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/29/2022,2,24,28,0,15,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/30/2022,9,31,37,-3,17,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,3/31/2022,13,34,34,4,20,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/1/2022,16,43,30,-2,20,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/2/2022,1,26,19,-9,19,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/3/2022,4,33,13,-13,17,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/4/2022,3,30,26,-10,17,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/5/2022,5,31,33,-14,13,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/6/2022,0,23,27,-15,14,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/7/2022,7,29,29,-10,17,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/8/2022,10,36,31,-11,22,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/9/2022,10,34,27,-3,24,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/10/2022,13,36,24,-6,26,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/11/2022,2,26,23,-4,22,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/12/2022,10,34,32,-6,17,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/13/2022,8,29,33,-9,14,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/14/2022,16,40,36,1,7,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/15/2022,-6,11,14,-24,-49,27
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/16/2022,9,36,29,-8,18,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/17/2022,6,29,37,-12,22,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/18/2022,10,32,60,3,-1,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/19/2022,10,33,36,2,13,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/20/2022,10,34,36,-1,13,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/21/2022,13,35,32,2,16,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/22/2022,10,36,25,-3,19,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/23/2022,16,39,29,5,24,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/24/2022,22,43,31,2,28,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/25/2022,14,40,37,2,20,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/26/2022,16,41,34,8,13,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/27/2022,14,38,32,1,10,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/28/2022,22,46,32,13,12,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/29/2022,29,58,39,18,-19,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,4/30/2022,21,49,36,14,14,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/1/2022,41,78,45,-4,21,11
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/2/2022,15,29,92,2,-59,18
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/3/2022,14,32,100,-11,-58,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/4/2022,17,38,73,-9,-41,17
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/5/2022,21,33,56,-6,-34,18
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/6/2022,18,36,43,-2,-28,18
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/7/2022,12,33,41,13,8,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/8/2022,20,41,42,19,21,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/9/2022,14,32,30,10,13,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/10/2022,8,30,25,12,11,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/11/2022,15,36,34,6,12,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/12/2022,15,33,31,16,15,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/13/2022,13,34,29,2,17,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/14/2022,3,23,28,1,21,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/15/2022,20,41,45,8,22,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/16/2022,10,25,86,14,-44,20
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/17/2022,10,34,36,18,16,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/18/2022,8,29,34,0,12,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/19/2022,12,32,33,12,15,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/20/2022,12,37,28,12,18,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/21/2022,7,30,28,11,23,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/22/2022,11,32,30,8,26,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/23/2022,8,31,37,13,20,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/24/2022,8,29,32,15,11,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/25/2022,12,36,34,7,14,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/26/2022,5,20,98,7,-50,21
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/27/2022,11,37,31,3,19,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/28/2022,10,32,30,1,24,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/29/2022,15,35,32,7,28,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/30/2022,11,34,39,7,22,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,5/31/2022,14,37,43,3,16,12
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/1/2022,13,29,80,4,-40,21
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/2/2022,15,38,33,8,20,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/3/2022,13,39,31,0,23,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/4/2022,13,38,40,4,26,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/5/2022,16,40,34,5,27,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/6/2022,12,36,40,5,22,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/7/2022,11,34,34,6,16,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/8/2022,11,31,36,3,16,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/9/2022,15,34,34,7,18,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/10/2022,18,42,36,5,21,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/11/2022,14,35,36,6,24,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/12/2022,17,37,32,2,26,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/13/2022,12,32,35,7,18,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/14/2022,11,31,37,10,13,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/15/2022,10,30,33,10,12,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/16/2022,15,33,34,13,12,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/17/2022,17,39,35,12,16,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/18/2022,11,33,35,12,25,14
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/19/2022,11,33,30,5,25,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/20/2022,9,32,40,12,11,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/21/2022,8,31,39,13,5,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/22/2022,5,26,40,5,5,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/23/2022,10,28,34,14,6,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/24/2022,13,37,39,6,10,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/25/2022,12,33,40,9,25,13
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/26/2022,15,36,35,6,26,15
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/27/2022,8,29,40,13,10,16
ID,Indonesia,North Sulawesi,,,ID-SA,,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU,6/28/2022,10,32,38,11,4,16
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/1/2022,-1,18,68,-8,-63,6
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/2/2022,7,30,34,3,-15,4
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/3/2022,16,45,65,11,-18,2
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/4/2022,7,35,39,5,-13,3
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/5/2022,15,45,40,9,-10,2
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/6/2022,12,40,31,0,-7,3
ID,Indonesia,North Sumatra,,,ID-SU,,ChIJhxxy61r51y8RC8vXCYE-p6w,1/7/2022,9,35,20,-2,-5,3
